,model_number,Timestamp,Latitude,Longitude,Voltage,Current,State Of Charge,BM_MaxCellVolt,BM_MaxCellID,BM_MinCellVolt,Frame_numberV,BM_MinCellID,Max_monomer_temperature,Min_monomer_temperature,Charging_MOS_tube_status,Discharge_MOS_tube_status,Capacity(Ah),Charge_Discharge_cycles,isflag,date,charging_time_diff_min,zone
38188,it_350317170589794,17-08-24 18:51,19.2813816,72.8774633,46.4,14,0.7,2.132,1,2.102,0.03,17,37,35,1,1,259,187,0,17-08-24,1,761
38189,it_350317170589794,17-08-24 18:52,19.28138,72.8774366,46.8,23.5,1.5,2.162,1,2.116,0.046,22,37,35,1,1,555,187,0,17-08-24,1,761
38190,it_350317170589794,17-08-24 18:53,19.2813916,72.8774466,47,25.1,2.6,2.165,1,2.122,0.043,22,37,35,1,1,962,187,0,17-08-24,1,761
38191,it_350317170589794,17-08-24 18:54,19.2814266,72.87748,47.1,24.6,3.7,2.174,1,2.127,0.047,22,37,35,1,1,1369,187,0,17-08-24,1,761
38192,it_350317170589794,17-08-24 18:55,19.28146,72.8774783,47.2,24.2,4.8,2.178,1,2.131,0.047,22,37,35,1,1,1776,187,0,17-08-24,1,761
38193,it_350317170589794,17-08-24 18:56,19.2814133,72.8774633,47.2,25,5.9,2.179,1,2.134,0.045,22,37,37,1,1,2183,187,0,17-08-24,1,761
38194,it_350317170589794,17-08-24 18:57,19.2814133,72.877445,47.3,25.1,7,2.18,1,2.136,0.044,22,37,37,1,1,2590,187,0,17-08-24,1,761
38195,it_350317170589794,17-08-24 18:58,19.2814366,72.8774416,47.3,23.8,8,2.186,1,2.139,0.047,22,37,37,1,1,2960,187,0,17-08-24,1,761
38196,it_350317170589794,17-08-24 18:59,19.2814483,72.8774416,47.4,25.4,9.3,2.187,1,2.142,0.045,22,37,37,1,1,3441,187,0,17-08-24,1,761
38197,it_350317170589794,17-08-24 19:00,19.28144,72.8774099,47.5,24,10.3,2.192,1,2.145,0.047,22,37,37,1,1,3848,187,0,17-08-24,1,761
38198,it_350317170589794,17-08-24 19:01,19.28146,72.8774083,47.5,24.1,11.5,2.193,1,2.148,0.045,22,37,37,1,1,4255,187,0,17-08-24,1,761
38199,it_350317170589794,17-08-24 19:02,19.281465,72.877405,47.6,25.3,12.6,2.198,1,2.151,0.047,22,37,37,1,1,4662,187,0,17-08-24,1,761
38200,it_350317170589794,17-08-24 19:03,19.2814783,72.8774183,47.7,24.9,13.7,2.197,1,2.154,0.043,22,37,37,1,1,5069,187,0,17-08-24,1,761
38201,it_350317170589794,17-08-24 19:04,19.281465,72.87743,47.7,24.1,14.8,2.204,1,2.156,0.048,22,37,37,1,1,5476,187,0,17-08-24,1,761
38202,it_350317170589794,17-08-24 19:05,19.2814683,72.8774383,47.8,23.7,16,2.205,1,2.158,0.047,22,37,37,1,1,5920,187,0,17-08-24,1,761
38203,it_350317170589794,17-08-24 19:06,19.281455,72.8774483,47.8,24.9,17.1,2.206,1,2.162,0.044,22,37,37,1,1,6327,187,0,17-08-24,1,761
38207,it_350317170589794,17-08-24 19:07,19.281095,72.8779283,47.1,4.4,17,2.148,7,2.133,0.015,20,37,37,1,1,6290,187,0,17-08-24,0.9,761
38219,it_350317170589794,17-08-24 19:09,19.2775033,72.8786683,46.7,13.7,15.5,2.131,12,2.114,0.017,10,37,37,1,1,5735,187,0,17-08-24,2,761
38221,it_350317170589794,17-08-24 19:09,19.2762866,72.87781,47.1,12.2,15.3,2.161,1,2.134,0.027,22,37,37,1,1,5661,187,0,17-08-24,0.333333333,761
38245,it_350317170589794,17-08-24 19:16,19.2770799,72.8782683,46.9,12.6,14.2,2.15,7,2.118,0.032,9,37,37,1,1,5254,187,0,17-08-24,7.2,761
39126,it_350317170589794,18-08-24 08:22,19.2810816,72.877975,53.3,6.9,98.8,2.435,1,2.418,0.017,14,31,31,1,1,36556,189,0,18-08-24,661.0666667,763
39127,it_350317170589794,18-08-24 08:22,19.2806933,72.8777033,53.4,7.3,98.7,2.441,1,2.417,0.024,20,31,31,1,1,36519,189,0,18-08-24,0.166666667,763
39130,it_350317170589794,18-08-24 08:23,19.2803316,72.876285,53.4,15.3,98.4,2.443,1,2.418,0.025,20,31,31,1,1,36408,189,0,18-08-24,0.5,763
39135,it_350317170589794,18-08-24 08:24,19.2775683,72.8731466,53.1,4.4,97.8,2.423,5,2.407,0.016,14,31,31,1,1,36186,189,0,18-08-24,0.833333333,763
39150,it_350317170589794,18-08-24 08:29,19.2786933,72.8747133,53,9.9,96.8,2.422,1,2.402,0.02,14,31,31,1,1,35816,189,0,18-08-24,5.7,763
39154,it_350317170589794,18-08-24 08:30,19.2799433,72.8768999,52.8,8.3,96.1,2.416,1,2.394,0.022,14,31,31,1,1,35557,189,0,18-08-24,0.666666667,763
39191,it_350317170589794,18-08-24 08:59,19.2815316,72.8774366,52.6,3.4,95.3,2.402,2,2.387,0.015,14,31,31,1,1,35261,189,0,18-08-24,29.35,764
39194,it_350317170589794,18-08-24 09:00,19.28283,72.8789033,52.3,11.4,94.8,2.395,17,2.369,0.026,16,31,31,1,1,35076,189,0,18-08-24,0.5,764
39207,it_350317170589794,18-08-24 09:02,19.2832233,72.8862633,51.9,11.3,92.9,2.395,1,2.371,0.024,14,31,31,1,1,34373,189,0,18-08-24,2.166666667,764
39235,it_350317170589794,18-08-24 09:11,19.2824583,72.8827133,52.1,11.7,90.9,2.384,1,2.363,0.021,18,33,31,1,1,33633,189,0,18-08-24,8.916666667,764
39238,it_350317170589794,18-08-24 09:11,19.2840649,72.8807116,52.2,19.1,90.4,2.395,1,2.361,0.034,18,33,31,1,1,33448,189,0,18-08-24,0.5,764
39277,it_350317170589794,18-08-24 09:37,19.2786666,72.8790833,51.1,15.9,88.3,2.381,1,2.347,0.034,18,33,31,1,1,32671,189,0,18-08-24,25.18333333,765
39279,it_350317170589794,18-08-24 09:37,19.2773316,72.8784483,51.8,18.6,87.9,2.377,1,2.345,0.032,21,33,31,1,1,32523,189,0,18-08-24,0.333333333,765
39291,it_350317170589794,18-08-24 09:39,19.2706333,72.8786449,51.6,15.7,86.2,2.362,1,2.334,0.028,18,33,33,1,1,31894,189,0,18-08-24,2,765
39300,it_350317170589794,18-08-24 09:40,19.2654583,72.87594,51.5,19.4,85,2.364,1,2.33,0.034,21,33,33,1,1,31450,189,0,18-08-24,1.5,765
39302,it_350317170589794,18-08-24 09:41,19.2644216,72.8750999,50.4,9.4,84.8,2.326,17,2.296,0.03,10,33,33,1,1,31376,189,0,18-08-24,0.333333333,765
39304,it_350317170589794,18-08-24 09:41,19.2636816,72.875225,51.2,10.8,84.6,2.336,1,2.317,0.019,18,33,33,1,1,31302,189,0,18-08-24,0.333333333,765
39311,it_350317170589794,18-08-24 09:42,19.2631616,72.8755833,51.1,4.8,84.3,2.33,2,2.317,0.013,18,33,33,1,1,31191,189,0,18-08-24,1.166666667,765
39326,it_350317170589794,18-08-24 09:51,19.2629549,72.875845,51,4.8,83.9,2.329,2,2.315,0.014,18,33,33,1,1,31043,189,0,18-08-24,8.4,765
39346,it_350317170589794,18-08-24 09:54,19.271575,72.8775183,50.8,17.7,81.4,2.322,1,2.303,0.019,18,33,33,1,1,30118,189,0,18-08-24,3.333333333,765
39348,it_350317170589794,18-08-24 09:54,19.2726899,72.8769833,50.7,5,81.1,2.31,2,2.298,0.012,18,33,33,1,1,30007,189,0,18-08-24,0.333333333,765
39354,it_350317170589794,18-08-24 09:55,19.2759466,72.8774766,50.4,4.7,80.2,2.298,17,2.286,0.012,14,33,33,1,1,29674,189,0,18-08-24,1,765
39356,it_350317170589794,18-08-24 09:56,19.2772916,72.8783616,50.8,19.6,79.9,2.333,1,2.301,0.032,18,33,33,1,1,29563,189,0,18-08-24,0.333333333,765
39357,it_350317170589794,18-08-24 09:56,19.277955,72.8788133,50.4,5.8,79.8,2.299,17,2.28,0.019,14,33,33,1,1,29526,189,0,18-08-24,0.166666667,765
39360,it_350317170589794,18-08-24 09:56,19.2788599,72.87823,50.5,7.4,79.6,2.309,7,2.291,0.018,18,33,33,1,1,29452,189,0,18-08-24,0.5,765
39365,it_350317170589794,18-08-24 09:57,19.2810283,72.8779716,50.4,4.3,79,2.299,7,2.286,0.013,18,33,33,1,1,29230,189,0,18-08-24,0.833333333,765
39366,it_350317170589794,18-08-24 09:57,19.2813266,72.877675,50.4,3.8,78.9,2.281,17,2.249,0.032,1,33,33,1,1,29193,189,0,18-08-24,0.166666667,765
39367,it_350317170589794,18-08-24 09:57,19.2813783,72.877395,50.4,3.6,78.8,2.295,17,2.285,0.01,14,33,33,1,1,29156,189,0,18-08-24,0.166666667,765
39381,it_350317170589794,18-08-24 10:08,19.2807383,72.877625,50.3,3.1,78.5,2.296,3,2.283,0.013,18,33,33,1,1,29045,189,0,18-08-24,10.66666667,766
39389,it_350317170589794,18-08-24 10:09,19.277575,72.8734383,50.4,17.2,77.2,2.309,1,2.283,0.026,18,33,33,1,1,28564,189,0,18-08-24,1.35,766
39393,it_350317170589794,18-08-24 10:10,19.2766883,72.8708599,50,16,76.6,2.279,17,2.268,0.011,18,33,33,1,1,28342,189,0,18-08-24,0.666666667,766
39397,it_350317170589794,18-08-24 10:11,19.2743083,72.8698516,49.8,8.4,76.1,2.298,7,2.278,0.02,18,33,33,1,1,28157,189,0,18-08-24,0.666666667,766
39399,it_350317170589794,18-08-24 10:11,19.2731283,72.8690083,50.3,16.2,75.9,2.306,7,2.281,0.025,18,33,33,1,1,28083,189,0,18-08-24,0.333333333,766
39403,it_350317170589794,18-08-24 10:12,19.272265,72.8681983,50.3,18.9,75.1,2.309,1,2.275,0.034,22,33,33,1,1,27787,189,0,18-08-24,0.666666667,766
39416,it_350317170589794,18-08-24 10:17,19.2735966,72.8667066,50.1,14.1,74.4,2.297,1,2.271,0.026,18,33,33,1,1,27528,189,0,18-08-24,5.733333333,766
39417,it_350317170589794,18-08-24 10:18,19.273655,72.8662966,49.9,3,74.3,2.277,7,2.265,0.012,18,33,33,1,1,27491,189,0,18-08-24,0.166666667,766
39418,it_350317170589794,18-08-24 10:18,19.2739633,72.86651,49.7,5.9,74.2,2.281,7,2.264,0.017,18,33,33,1,1,27454,189,0,18-08-24,0.166666667,766
39420,it_350317170589794,18-08-24 10:18,19.2754033,72.86709,50.1,10.2,73.8,2.288,1,2.269,0.019,18,33,33,1,1,27306,189,0,18-08-24,0.333333333,766
39421,it_350317170589794,18-08-24 10:18,19.2753999,72.8674999,50,10.9,73.8,2.288,1,2.268,0.02,18,33,33,1,1,27306,189,0,18-08-24,0.166666667,766
39428,it_350317170589794,18-08-24 10:19,19.2761166,72.87037,49.5,8.9,72.8,2.285,7,2.256,0.029,18,33,33,1,1,26936,189,0,18-08-24,1.166666667,766
39430,it_350317170589794,18-08-24 10:20,19.2766333,72.8706333,49.8,4.6,72.7,2.271,7,2.258,0.013,18,33,33,1,1,26899,189,0,18-08-24,0.333333333,766
39433,it_350317170589794,18-08-24 10:20,19.27723,72.8730749,49.8,9.2,72.3,2.278,7,2.26,0.018,18,33,33,1,1,26751,189,0,18-08-24,0.5,766
39434,it_350317170589794,18-08-24 10:20,19.2775783,72.8734633,49.4,9.4,72.2,2.273,7,2.257,0.016,18,33,33,1,1,26714,189,0,18-08-24,0.166666667,766
39437,it_350317170589794,18-08-24 10:21,19.2796233,72.8755283,49.5,7.2,71.5,2.256,17,2.247,0.009,18,33,33,1,1,26455,189,0,18-08-24,0.5,766
39438,it_350317170589794,18-08-24 10:21,19.28025,72.8762766,49.5,12.2,71.4,2.283,1,2.255,0.028,22,33,33,1,1,26418,189,0,18-08-24,0.166666667,766
39443,it_350317170589794,18-08-24 10:22,19.2810616,72.8779733,49.7,6.9,70.8,2.267,1,2.253,0.014,22,33,33,1,1,26196,189,0,18-08-24,0.833333333,766
39484,it_350317170589794,18-08-24 10:58,19.2811816,72.8777516,49.6,4.9,70.2,2.261,17,2.252,0.009,18,33,33,1,1,25974,189,0,18-08-24,35.8,767
39497,it_350317170589794,18-08-24 11:00,19.28075,72.8716133,49.4,11.2,68.6,2.251,9,2.239,0.012,22,33,33,1,1,25382,189,0,18-08-24,2.166666667,767
39498,it_350317170589794,18-08-24 11:00,19.2801649,72.8712883,49.7,12.3,68.6,2.268,1,2.25,0.018,18,33,33,1,1,25382,189,0,18-08-24,0.166666667,767
39515,it_350317170589794,18-08-24 11:07,19.2821783,72.8735633,49.6,17.7,67.3,2.272,1,2.244,0.028,22,35,33,1,1,24901,189,0,18-08-24,7.283333333,767
39521,it_350317170589794,18-08-24 11:08,19.2814533,72.8751133,49.3,6.7,66.9,2.251,1,2.235,0.016,14,35,33,1,1,24753,189,0,18-08-24,1,767
39522,it_350317170589794,18-08-24 11:09,19.2809066,72.8759116,49.5,3.5,66.7,2.237,17,2.225,0.012,16,35,33,1,1,24679,189,0,18-08-24,0.166666667,767
39523,it_350317170589794,18-08-24 11:09,19.2803166,72.8766583,49,11.3,66.5,2.265,7,2.242,0.023,18,35,33,1,1,24605,189,0,18-08-24,0.166666667,767
39526,it_350317170589794,18-08-24 11:09,19.2807733,72.8777099,49.2,7.2,66.3,2.243,7,2.232,0.011,14,35,33,1,1,24531,189,0,18-08-24,0.5,767
39527,it_350317170589794,18-08-24 11:09,19.2811566,72.8778733,49.2,2.6,66.2,2.241,17,2.233,0.008,18,35,33,1,1,24494,189,0,18-08-24,0.166666667,767
39528,it_350317170589794,18-08-24 11:10,19.2814683,72.8774983,49.3,9.2,66,2.254,7,2.237,0.017,18,35,33,1,1,24420,189,0,18-08-24,0.166666667,767
39550,it_350317170589794,18-08-24 11:20,19.2828383,72.8824233,49.4,12.4,64.5,2.255,7,2.234,0.021,22,35,33,1,1,23865,189,0,18-08-24,10.75,768
39551,it_350317170589794,18-08-24 11:20,19.2824766,72.88276,49.2,6,64.5,2.244,1,2.232,0.012,18,35,33,1,1,23865,189,0,18-08-24,0.166666667,768
39573,it_350317170589794,18-08-24 11:27,19.28333,72.8796966,48.6,5.3,62.5,2.245,1,2.225,0.02,22,35,33,1,1,23125,189,0,18-08-24,6.9,768
39576,it_350317170589794,18-08-24 11:28,19.2819533,72.8779149,49.1,9.4,62.1,2.244,7,2.225,0.019,22,35,33,1,1,22977,189,0,18-08-24,0.5,768
39587,it_350317170589794,18-08-24 11:33,19.280675,72.8777099,48.5,7.5,61.5,2.242,7,2.225,0.017,22,35,33,1,1,22755,189,0,18-08-24,5.433333333,768
39631,it_350317170589794,18-08-24 11:41,19.274585,72.8609933,48.5,5.4,56.9,2.217,1,2.196,0.021,3,35,33,1,1,21053,189,0,18-08-24,7.333333333,768
39644,it_350317170589794,18-08-24 11:46,19.2744433,72.861435,48.7,8.2,56,2.228,1,2.209,0.019,22,35,33,1,1,20720,189,0,18-08-24,5.233333333,768
39650,it_350317170589794,18-08-24 11:47,19.2727933,72.86565,48.8,14.3,55.1,2.236,7,2.21,0.026,22,35,33,1,1,20387,189,0,18-08-24,1,768
39653,it_350317170589794,18-08-24 11:47,19.274925,72.8670783,48.8,20.3,54.6,2.244,1,2.209,0.035,22,35,33,1,1,20202,189,0,18-08-24,0.5,768
39654,it_350317170589794,18-08-24 11:48,19.2753816,72.86714,48.7,6.2,54.6,2.223,7,2.207,0.016,22,35,33,1,1,20202,189,0,18-08-24,0.166666667,768
39655,it_350317170589794,18-08-24 11:48,19.2753999,72.867535,48.5,13.1,54.5,2.214,16,2.201,0.013,22,35,33,1,1,20165,189,0,18-08-24,0.166666667,768
39661,it_350317170589794,18-08-24 11:49,19.2762566,72.870405,48.8,20.3,53.5,2.24,7,2.206,0.034,22,35,33,1,1,19795,189,0,18-08-24,1,768
39665,it_350317170589794,18-08-24 11:49,19.277175,72.873005,48.7,17.4,53,2.233,7,2.203,0.03,22,35,35,1,1,19610,189,0,18-08-24,0.666666667,768
39674,it_350317170589794,18-08-24 11:51,19.2805716,72.877555,48.4,4.5,51.6,2.213,1,2.196,0.017,22,35,35,1,1,19092,189,0,18-08-24,1.5,768
39675,it_350317170589794,18-08-24 11:51,19.2809733,72.8779666,48.4,4.5,51.5,2.208,7,2.196,0.012,22,35,35,1,1,19055,189,0,18-08-24,0.166666667,768
39719,it_350317170589794,18-08-24 12:13,19.2726483,72.8769949,48.1,8.4,48.3,2.192,12,2.18,0.012,1,35,35,1,1,17871,189,0,18-08-24,21.58333333,769
39722,it_350317170589794,18-08-24 12:13,19.2711966,72.8777616,48.4,12.5,48,2.221,7,2.194,0.027,22,35,35,1,1,17760,189,0,18-08-24,0.5,769
39723,it_350317170589794,18-08-24 12:13,19.27085,72.8783316,48.2,5,47.9,2.203,7,2.185,0.018,20,35,35,1,1,17723,189,0,18-08-24,0.166666667,769
39726,it_350317170589794,18-08-24 12:14,19.2695,72.8790816,48.3,11.7,47.5,2.212,1,2.19,0.022,22,35,35,1,1,17575,189,0,18-08-24,0.5,769
39727,it_350317170589794,18-08-24 12:14,19.269035,72.8786833,48.1,5,47.4,2.193,7,2.181,0.012,20,35,35,1,1,17501,189,0,18-08-24,0.166666667,769
39752,it_350317170589794,18-08-24 12:23,19.26367,72.874865,48.2,6.7,45,2.199,7,2.184,0.015,22,35,35,1,1,16650,189,0,18-08-24,8.583333333,769
39754,it_350317170589794,18-08-24 12:23,19.26301,72.8741466,48.1,5.3,44.7,2.198,7,2.182,0.016,22,35,35,1,1,16539,189,0,18-08-24,0.333333333,769
39760,it_350317170589794,18-08-24 12:24,19.26268,72.8736083,48.3,16,43.9,2.218,7,2.187,0.031,22,35,35,1,1,16243,189,0,18-08-24,1,769
39763,it_350317170589794,18-08-24 12:24,19.26442,72.8748516,48,2.8,43.6,2.192,7,2.178,0.014,20,35,35,1,1,16132,189,0,18-08-24,0.5,769
39770,it_350317170589794,18-08-24 12:26,19.2675216,72.87592,48.2,13.4,42.7,2.202,1,2.18,0.022,22,35,35,1,1,15799,189,0,18-08-24,1.166666667,769
39783,it_350317170589794,18-08-24 12:28,19.2758316,72.8774166,48.2,19.1,40.8,2.214,7,2.179,0.035,22,35,35,1,1,15096,189,0,18-08-24,2.166666667,769
39801,it_350317170589794,18-08-24 12:32,19.2813266,72.877415,48.8,24.2,39.7,2.246,1,2.203,0.043,22,37,35,1,1,14689,189,0,18-08-24,4.666666667,769
39802,it_350317170589794,18-08-24 12:33,19.2813383,72.8774133,48.8,24.8,40.9,2.25,1,2.206,0.044,22,37,35,1,1,15133,189,0,18-08-24,1,769
39803,it_350317170589794,18-08-24 12:34,19.2813133,72.877385,48.9,25.2,42,2.252,1,2.209,0.043,22,37,35,1,1,15540,189,0,18-08-24,1,769
39804,it_350317170589794,18-08-24 12:35,19.2813016,72.8773966,49,25,43.1,2.255,1,2.212,0.043,22,37,35,1,1,15947,189,0,18-08-24,1,769
39805,it_350317170589794,18-08-24 12:36,19.2813133,72.877425,49,25.3,44.2,2.258,1,2.215,0.043,22,37,35,1,1,16354,189,0,18-08-24,1,769
39806,it_350317170589794,18-08-24 12:37,19.2812966,72.877425,49.1,24.6,45.3,2.259,1,2.217,0.042,22,37,35,1,1,16761,189,0,18-08-24,1,769
39807,it_350317170589794,18-08-24 12:38,19.2812899,72.8774283,49.1,24.7,46.4,2.263,1,2.22,0.043,22,37,35,1,1,17168,189,0,18-08-24,1,769
39808,it_350317170589794,18-08-24 12:39,19.2812999,72.8774116,49.2,24.9,47.6,2.265,1,2.222,0.043,22,37,35,1,1,17612,189,0,18-08-24,1,769
39809,it_350317170589794,18-08-24 12:40,19.281315,72.8774166,49.2,24.9,48.7,2.267,1,2.224,0.043,22,37,35,1,1,18019,189,0,18-08-24,1,769
39810,it_350317170589794,18-08-24 12:41,19.2813133,72.8774116,49.3,24.5,49.8,2.269,1,2.227,0.042,22,37,35,1,1,18426,189,0,18-08-24,1,769
39811,it_350317170589794,18-08-24 12:42,19.28132,72.8774033,49.4,24.8,50.9,2.272,1,2.229,0.043,22,37,35,1,1,18833,189,0,18-08-24,1,769
39812,it_350317170589794,18-08-24 12:43,19.2813316,72.8773883,49.4,24.7,52,2.275,1,2.232,0.043,22,37,35,1,1,19240,189,0,18-08-24,1,769
39813,it_350317170589794,18-08-24 12:44,19.2813299,72.8773899,49.5,24.4,53.1,2.278,1,2.235,0.043,22,37,35,1,1,19647,189,0,18-08-24,1,769
39814,it_350317170589794,18-08-24 12:45,19.2813233,72.8773833,49.5,25,54.2,2.28,1,2.238,0.042,22,37,35,1,1,20054,189,0,18-08-24,1,769
39815,it_350317170589794,18-08-24 12:46,19.2813299,72.8773966,49.6,24.6,55.4,2.285,1,2.241,0.044,22,37,35,1,1,20498,189,0,18-08-24,1,769
39816,it_350317170589794,18-08-24 12:47,19.28134,72.877395,49.7,25.1,56.5,2.286,1,2.244,0.042,22,37,35,1,1,20905,189,0,18-08-24,1,769
39839,it_350317170589794,18-08-24 12:52,19.2823133,72.8735016,48.9,6.7,56.1,2.235,7,2.217,0.018,22,37,35,1,1,20757,189,0,18-08-24,4.666666667,769
39843,it_350317170589794,18-08-24 12:53,19.2841433,72.8707949,48.9,8.7,55.5,2.233,7,2.217,0.016,22,37,35,1,1,20535,189,0,18-08-24,0.666666667,769
39845,it_350317170589794,18-08-24 12:53,19.2847816,72.869985,48.7,3.4,55.4,2.224,7,2.213,0.011,22,37,35,1,1,20498,189,0,18-08-24,0.333333333,769
39850,it_350317170589794,18-08-24 12:54,19.2862783,72.86811,48.8,6.9,54.9,2.229,7,2.213,0.016,22,37,35,1,1,20313,189,0,18-08-24,0.833333333,769
39855,it_350317170589794,18-08-24 12:55,19.28836,72.8653333,49,19.3,54.3,2.251,1,2.218,0.033,22,37,35,1,1,20091,189,0,18-08-24,0.833333333,769
39859,it_350317170589794,18-08-24 12:55,19.2905033,72.8631833,49,15.1,53.8,2.243,7,2.216,0.027,22,37,35,1,1,19906,189,0,18-08-24,0.666666667,769
39866,it_350317170589794,18-08-24 12:57,19.2924666,72.8612916,48.7,5.3,53.3,2.224,7,2.209,0.015,22,37,35,1,1,19721,189,0,18-08-24,1.166666667,769
39868,it_350317170589794,18-08-24 12:57,19.2930766,72.8617183,48.6,4.2,53,2.219,7,2.206,0.013,22,37,35,1,1,19610,189,0,18-08-24,0.333333333,769
39880,it_350317170589794,18-08-24 12:59,19.2936766,72.8622716,48.6,3.8,52.6,2.219,7,2.207,0.012,22,37,35,1,1,19462,189,0,18-08-24,2,769
39882,it_350317170589794,18-08-24 12:59,19.2931033,72.862855,48.6,3.1,52.4,2.219,7,2.207,0.012,22,37,35,1,1,19388,189,0,18-08-24,0.333333333,769
39884,it_350317170589794,18-08-24 13:00,19.2926583,72.8633349,48.6,3.1,52.3,2.215,7,2.206,0.009,22,37,35,1,1,19351,189,0,18-08-24,0.333333333,769
39890,it_350317170589794,18-08-24 13:03,19.2926416,72.86335,48.6,4,52.1,2.216,7,2.206,0.01,22,37,35,1,1,19277,189,0,18-08-24,3.183333333,769
39891,it_350317170589794,18-08-24 13:03,19.2929383,72.8630416,48.8,15.6,52,2.237,1,2.208,0.029,22,37,35,1,1,19240,189,0,18-08-24,0.166666667,769
39892,it_350317170589794,18-08-24 13:03,19.29344,72.8624666,48.6,14.5,51.9,2.237,7,2.208,0.029,22,37,35,1,1,19203,189,0,18-08-24,0.166666667,769
39903,it_350317170589794,18-08-24 13:05,19.2887133,72.8652533,48.8,19.4,50.5,2.239,7,2.209,0.03,22,37,35,1,1,18685,189,0,18-08-24,1.833333333,769
39907,it_350317170589794,18-08-24 13:06,19.2871199,72.8673266,48.8,19.4,50.1,2.24,7,2.205,0.035,22,37,35,1,1,18537,189,0,18-08-24,0.666666667,769
39910,it_350317170589794,18-08-24 13:06,19.2857733,72.8691216,48.8,17.1,49.7,2.242,1,2.206,0.036,22,37,35,1,1,18389,189,0,18-08-24,0.5,769
39914,it_350317170589794,18-08-24 13:07,19.284585,72.8709483,48.7,18.8,49.3,2.238,7,2.205,0.033,22,37,35,1,1,18241,189,0,18-08-24,0.666666667,769
39916,it_350317170589794,18-08-24 13:07,19.2837333,72.8721933,48.7,16.6,49.1,2.233,1,2.204,0.029,22,37,35,1,1,18167,189,0,18-08-24,0.333333333,769
39928,it_350317170589794,18-08-24 13:09,19.28116,72.8755083,48.7,19.5,48,2.237,1,2.202,0.035,22,37,35,1,1,17760,189,0,18-08-24,2,769
39930,it_350317170589794,18-08-24 13:09,19.2800483,72.8770083,48.5,9.1,47.8,2.22,7,2.195,0.025,3,37,35,1,1,17686,189,0,18-08-24,0.333333333,769
39934,it_350317170589794,18-08-24 13:10,19.2812566,72.8777316,48.3,3.6,47.5,2.199,12,2.192,0.007,20,37,35,1,1,17575,189,0,18-08-24,0.666666667,769
40017,it_350317170589794,18-08-24 14:13,19.281945,72.873955,48.5,13.7,45.7,2.223,1,2.195,0.028,22,37,37,1,1,16909,189,0,18-08-24,62.6,770
40026,it_350317170589794,18-08-24 14:14,19.2851683,72.8695383,48,15.9,44.7,2.222,1,2.188,0.034,22,37,37,1,1,16539,189,0,18-08-24,1.5,770
40030,it_350317170589794,18-08-24 14:15,19.2866516,72.86749,48.3,15,44.2,2.213,1,2.186,0.027,22,37,37,1,1,16354,189,0,18-08-24,0.666666667,770
40037,it_350317170589794,18-08-24 14:16,19.29025,72.863395,48.4,18.3,43.3,2.224,7,2.19,0.034,22,37,37,1,1,16021,189,0,18-08-24,1.166666667,770
40044,it_350317170589794,18-08-24 14:17,19.2918116,72.8617133,48.2,4.3,42.7,2.191,7,2.178,0.013,20,37,37,1,1,15799,189,0,18-08-24,1.166666667,770
40047,it_350317170589794,18-08-24 14:18,19.2932083,72.8604083,48.1,6.9,42.5,2.198,7,2.182,0.016,22,37,37,1,1,15725,189,0,18-08-24,0.5,770
40065,it_350317170589794,18-08-24 14:27,19.2930449,72.8606349,48,4.2,41.9,2.19,7,2.179,0.011,22,37,37,1,1,15503,189,0,18-08-24,8.85,770
40070,it_350317170589794,18-08-24 14:27,19.2911183,72.86296,47.7,6.9,41.4,2.187,1,2.175,0.012,10,37,37,1,1,15318,189,0,18-08-24,0.833333333,770
40074,it_350317170589794,18-08-24 14:28,19.2886966,72.865235,48.3,15.4,40.9,2.212,7,2.186,0.026,22,37,37,1,1,15133,189,0,18-08-24,0.666666667,770
40075,it_350317170589794,18-08-24 14:28,19.28839,72.865565,48.1,6,40.8,2.193,1,2.18,0.013,22,37,37,1,1,15096,189,0,18-08-24,0.166666667,770
40076,it_350317170589794,18-08-24 14:28,19.28839,72.865565,48.1,6,40.8,2.193,1,2.18,0.013,22,37,37,1,1,15096,189,0,18-08-24,0,770
40077,it_350317170589794,18-08-24 14:28,19.2881383,72.8658316,48,4.6,40.7,2.192,7,2.178,0.014,22,37,37,1,1,15059,189,0,18-08-24,0.166666667,770
40083,it_350317170589794,18-08-24 14:29,19.28576,72.86927,48.3,16.1,39.9,2.219,1,2.183,0.036,22,37,37,1,1,14763,189,0,18-08-24,1,770
40086,it_350317170589794,18-08-24 14:30,19.284775,72.8706116,47.7,14.4,39.7,2.214,1,2.181,0.033,22,37,37,1,1,14689,189,0,18-08-24,0.5,770
40089,it_350317170589794,18-08-24 14:30,19.2842466,72.8713533,47.9,2.8,39.5,2.184,7,2.174,0.01,20,37,37,1,1,14615,189,0,18-08-24,0.5,770
40092,it_350317170589794,18-08-24 14:31,19.2836883,72.8721533,47.8,3,39.3,2.18,12,2.171,0.009,20,37,37,1,1,14541,189,0,18-08-24,0.5,770
40103,it_350317170589794,18-08-24 14:33,19.2817683,72.8746866,48.1,16.8,38.4,2.198,7,2.171,0.027,22,37,37,1,1,14208,189,0,18-08-24,1.833333333,770
40106,it_350317170589794,18-08-24 14:33,19.2803316,72.8766083,48,15.4,37.9,2.201,1,2.176,0.025,22,37,37,1,1,14023,189,0,18-08-24,0.5,770
